age,revenus,situation_familiale,anciennete_emploi,duree_credit,montant_credit,taux_endettement,nombre_enfants,score_banque,historique_paiement,appetence_conso,appetence_immo,score_appetence,observations_forces,observations_faiblesses
60,37140,0,14,207,333693,0.24,0,746,1,,,0.47,Taux endettement Faible (0); Age Élevé (60),N/A
56,38024,1,8,157,491105,0.94,1,662,1,,,0.5,Age Élevé (56),Taux endettement Élevé (1)
34,37544,1,22,227,402978,0.05,4,515,1,,,0.44,Taux endettement Faible (0),Age Faible (34)
37,5037,1,13,84,300674,0.89,0,463,0,,,0.56,N/A,Taux endettement Élevé (1); Age Faible (37)
41,17697,2,10,205,273037,0.38,0,886,1,,,0.44,Taux endettement Faible (0),Age Faible (41)
67,36707,1,6,255,400889,0.71,4,837,1,,,0.42,Age Élevé (67),Taux endettement Élevé (1)
39,31016,0,23,104,133967,0.65,3,810,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (39)
46,39600,0,1,218,366404,0.17,3,520,0,,,0.42,Taux endettement Faible (0); Age Élevé (46),N/A
39,28984,1,13,148,299029,0.32,4,854,1,,,0.4,Taux endettement Faible (0),Age Faible (39)
61,10167,1,5,195,54560,0.53,1,582,0,,,0.51,Age Élevé (61),Taux endettement Élevé (1)
26,5432,0,4,306,23613,0.85,0,370,1,,,0.54,N/A,Taux endettement Élevé (1); Age Faible (26)
54,9151,1,4,57,483068,0.95,2,673,1,,,0.57,Age Élevé (54),Taux endettement Élevé (1)
27,11411,2,18,117,147159,0.02,3,558,1,,,0.38,Taux endettement Faible (0),Age Faible (27)
53,35788,1,18,140,438917,0.35,3,744,1,,,0.49,Taux endettement Faible (0); Age Élevé (53),N/A
54,31623,2,5,117,28665,0.67,3,500,0,,,0.54,Age Élevé (54),Taux endettement Élevé (1)
45,27104,2,9,18,116568,0.53,1,679,0,,,0.46,Age Élevé (45),Taux endettement Élevé (1)
45,5256,2,22,278,240756,0.94,4,892,1,,,0.56,Age Élevé (45),Taux endettement Élevé (1)
59,38439,1,13,238,301766,0.02,1,714,1,,,0.34,Taux endettement Faible (0); Age Élevé (59),N/A
60,38257,2,16,49,367978,0.44,3,364,1,,,0.46,Taux endettement Faible (0); Age Élevé (60),N/A
38,23066,2,2,78,223475,0.67,0,677,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (38)
41,37746,1,0,266,51989,0.22,3,401,1,,,0.43,Taux endettement Faible (0),Age Faible (41)
59,7460,2,9,236,54741,0.73,0,341,0,,,0.52,Age Élevé (59),Taux endettement Élevé (1)
57,39743,1,2,38,481916,0.08,0,495,0,,,0.43,Taux endettement Faible (0); Age Élevé (57),N/A
19,8216,0,4,73,30163,0.45,3,659,1,,,0.4,Taux endettement Faible (0),Age Faible (19)
25,19267,2,24,21,81637,0.68,3,398,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (25)
65,14581,1,18,155,69175,0.27,0,687,1,,,0.46,Taux endettement Faible (0); Age Élevé (65),N/A
44,9515,0,9,297,244330,0.07,1,364,0,,,0.37,Taux endettement Faible (0); Age Élevé (44),N/A
39,27076,2,24,107,265972,0.96,1,596,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (39)
54,14776,2,15,191,305690,0.91,1,726,1,,,0.53,Age Élevé (54),Taux endettement Élevé (1)
44,26947,1,0,30,144547,0.93,2,522,1,,,0.46,Age Élevé (44),Taux endettement Élevé (1)
46,7963,0,5,77,80259,0.98,0,448,1,,,0.55,Age Élevé (46),Taux endettement Élevé (1)
20,11786,1,8,86,287034,0.18,2,808,1,,,0.38,Taux endettement Faible (0),Age Faible (20)
61,18866,2,4,66,164342,0.16,2,741,1,,,0.44,Taux endettement Faible (0); Age Élevé (61),N/A
30,37305,2,13,23,278857,0.03,0,713,0,,,0.36,Taux endettement Faible (0),Age Faible (30)
62,22360,2,9,247,103389,0.89,2,415,0,,,0.48,Age Élevé (62),Taux endettement Élevé (1)
27,37813,2,1,63,477353,0.75,0,752,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (27)
53,6193,0,4,337,337461,0.63,4,619,1,,,0.57,Age Élevé (53),Taux endettement Élevé (1)
26,9512,0,0,62,206189,0.93,4,750,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (26)
44,27666,1,24,102,355123,0.58,0,378,1,,,0.49,Age Élevé (44),Taux endettement Élevé (1)
51,21630,1,9,220,393205,0.13,0,656,1,,,0.4,Taux endettement Faible (0); Age Élevé (51),N/A
68,13983,1,24,324,263154,0.18,0,418,1,,,0.4,Taux endettement Faible (0); Age Élevé (68),N/A
18,5636,2,21,17,402886,0.13,1,885,1,,,0.43,Taux endettement Faible (0),Age Faible (18)
49,8775,1,8,16,203666,0.31,0,820,0,,,0.48,Taux endettement Faible (0); Age Élevé (49),N/A
42,7421,0,2,168,224592,0.38,3,578,1,,,0.51,Taux endettement Faible (0),Age Faible (42)
46,18025,1,14,288,268939,0.8,4,865,1,,,0.43,Age Élevé (46),Taux endettement Élevé (1)
24,14280,1,3,222,481487,0.19,4,344,1,,,0.43,Taux endettement Faible (0),Age Faible (24)
66,16351,0,12,328,487369,0.73,0,524,1,,,0.47,Age Élevé (66),Taux endettement Élevé (1)
20,35171,0,5,246,494980,0.49,4,827,1,,,0.36,Taux endettement Faible (0),Age Faible (20)
37,8644,2,19,350,197577,1.0,0,540,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (37)
37,21142,0,16,50,183329,0.78,0,781,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (37)
47,12773,0,22,86,220582,0.97,4,394,1,,,0.5,Age Élevé (47),Taux endettement Élevé (1)
52,33466,1,4,260,125039,0.34,4,664,0,,,0.5,Taux endettement Faible (0); Age Élevé (52),N/A
52,15778,0,14,72,318636,0.12,3,484,0,,,0.42,Taux endettement Faible (0); Age Élevé (52),N/A
66,17501,2,7,107,119718,0.51,2,435,1,,,0.52,Age Élevé (66),Taux endettement Élevé (1)
56,7108,1,24,96,479375,0.12,3,324,0,,,0.51,Taux endettement Faible (0); Age Élevé (56),N/A
44,34369,2,4,47,418611,0.49,3,617,0,,,0.47,Taux endettement Faible (0); Age Élevé (44),N/A
43,30818,0,23,281,82005,0.27,4,632,1,,,0.43,Taux endettement Faible (0),Age Faible (43)
31,15251,2,12,309,35040,0.49,3,861,0,,,0.43,Taux endettement Faible (0),Age Faible (31)
34,28341,2,0,279,119009,0.95,4,399,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (34)
35,16678,0,0,82,78702,0.29,1,669,0,,,0.41,Taux endettement Faible (0),Age Faible (35)
62,19367,0,6,239,31637,0.99,0,892,1,,,0.48,Age Élevé (62),Taux endettement Élevé (1)
69,34672,1,21,207,77745,0.23,2,311,1,,,0.44,Taux endettement Faible (0); Age Élevé (69),N/A
46,9332,1,4,226,411963,0.21,1,376,0,,,0.53,Taux endettement Faible (0); Age Élevé (46),N/A
37,17002,1,13,267,161322,0.54,0,886,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (37)
44,25284,0,14,44,362611,0.84,0,647,1,,,0.45,Age Élevé (44),Taux endettement Élevé (1)
35,20700,2,20,16,121855,0.75,2,742,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (35)
21,18769,2,24,117,239939,0.72,3,387,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (21)
18,34318,1,16,113,480953,0.28,0,764,1,,,0.35,Taux endettement Faible (0),Age Faible (18)
67,29323,1,23,99,64040,0.02,2,793,0,,,0.33,Taux endettement Faible (0); Age Élevé (67),N/A
18,32610,0,17,316,117518,0.16,4,521,0,,,0.36,Taux endettement Faible (0),Age Faible (18)
43,11963,2,6,89,434521,0.35,0,814,0,,,0.45,Taux endettement Faible (0),Age Faible (43)
62,12838,1,21,63,206390,0.97,0,417,1,,,0.47,Age Élevé (62),Taux endettement Élevé (1)
37,17243,0,17,298,205309,0.92,3,435,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (37)
69,32939,1,18,21,93110,0.2,3,486,0,,,0.43,Taux endettement Faible (0); Age Élevé (69),N/A
40,6845,0,19,331,368539,0.73,4,841,0,,,0.57,N/A,Taux endettement Élevé (1); Age Faible (40)
27,21766,2,6,98,193434,0.58,0,878,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (27)
28,17780,0,7,170,413312,0.05,3,610,1,,,0.42,Taux endettement Faible (0),Age Faible (28)
58,6509,1,12,220,262138,0.37,2,678,1,,,0.5,Taux endettement Faible (0); Age Élevé (58),N/A
58,28957,1,17,149,85764,0.49,0,711,0,,,0.49,Taux endettement Faible (0); Age Élevé (58),N/A
22,39346,2,23,279,150290,0.67,2,720,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (22)
18,22263,2,10,143,362511,0.29,1,516,1,,,0.34,Taux endettement Faible (0),Age Faible (18)
34,31148,1,8,209,356482,0.93,4,370,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (34)
39,36533,1,22,307,450597,0.45,3,409,0,,,0.44,Taux endettement Faible (0),Age Faible (39)
51,17931,1,0,215,225555,0.25,1,584,1,,,0.46,Taux endettement Faible (0); Age Élevé (51),N/A
62,6359,2,21,24,160407,0.32,3,868,0,,,0.49,Taux endettement Faible (0); Age Élevé (62),N/A
58,29532,1,7,299,187933,0.75,1,597,1,,,0.49,Age Élevé (58),Taux endettement Élevé (1)
46,25344,2,20,298,302051,0.64,3,798,1,,,0.52,Age Élevé (46),Taux endettement Élevé (1)
21,9242,1,11,306,263143,0.74,4,860,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (21)
22,25601,0,1,167,485405,0.29,0,829,1,,,0.37,Taux endettement Faible (0),Age Faible (22)
28,24116,0,14,135,49387,0.33,2,497,0,,,0.4,Taux endettement Faible (0),Age Faible (28)
68,35782,1,20,49,490783,0.4,1,806,1,,,0.45,Taux endettement Faible (0); Age Élevé (68),N/A
38,23880,0,23,358,84655,0.19,2,788,1,,,0.43,Taux endettement Faible (0),Age Faible (38)
52,8499,2,17,88,67407,0.69,2,326,1,,,0.56,Age Élevé (52),Taux endettement Élevé (1)
29,36587,0,16,129,468478,0.33,3,417,0,,,0.41,Taux endettement Faible (0),Age Faible (29)
43,31020,0,14,32,407771,0.33,0,353,0,,,0.43,Taux endettement Faible (0),Age Faible (43)
68,13080,2,19,309,318239,0.27,3,803,0,,,0.44,Taux endettement Faible (0); Age Élevé (68),N/A
36,28207,0,19,355,467267,0.45,2,451,0,,,0.45,Taux endettement Faible (0),Age Faible (36)
62,38957,0,8,12,11042,0.77,4,778,1,,,0.47,Age Élevé (62),Taux endettement Élevé (1)
24,18908,1,2,346,113748,0.84,0,461,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (24)
64,35652,2,19,204,260763,0.8,0,515,0,,,0.47,Age Élevé (64),Taux endettement Élevé (1)
24,35344,2,18,117,276332,0.62,2,719,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (24)
43,30034,1,17,94,350740,0.28,3,647,1,,,0.43,Taux endettement Faible (0),Age Faible (43)
57,30788,1,19,133,461369,0.73,4,639,1,,,0.5,Age Élevé (57),Taux endettement Élevé (1)
22,17751,0,7,235,151305,0.04,1,853,1,,,0.37,Taux endettement Faible (0),Age Faible (22)
38,38793,0,0,23,275232,0.8,3,651,1,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (38)
31,37839,0,23,294,273790,0.78,0,885,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (31)
21,14385,1,23,166,154199,0.67,3,674,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (21)
40,23232,2,14,357,173687,0.1,1,836,0,,,0.38,Taux endettement Faible (0),Age Faible (40)
59,39790,0,18,286,207095,1.0,4,602,0,,,0.49,Age Élevé (59),Taux endettement Élevé (1)
37,20831,1,9,171,287597,0.76,4,541,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (37)
32,25125,2,11,265,324377,0.73,1,677,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (32)
67,22682,1,5,195,437731,0.06,1,688,0,,,0.4,Taux endettement Faible (0); Age Élevé (67),N/A
69,22288,0,12,343,461308,0.4,2,586,1,,,0.46,Taux endettement Faible (0); Age Élevé (69),N/A
62,29405,1,3,271,267789,0.09,0,458,1,,,0.36,Taux endettement Faible (0); Age Élevé (62),N/A
46,7620,1,12,296,485663,0.36,2,653,1,,,0.54,Taux endettement Faible (0); Age Élevé (46),N/A
25,18854,1,16,284,468216,0.57,3,754,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (25)
58,14677,1,0,222,355231,0.88,1,540,0,,,0.51,Age Élevé (58),Taux endettement Élevé (1)
65,29074,2,4,326,334137,0.28,2,511,1,,,0.46,Taux endettement Faible (0); Age Élevé (65),N/A
36,22824,0,23,343,194834,0.62,0,662,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (36)
65,5765,2,16,212,222886,0.16,0,897,0,,,0.52,Taux endettement Faible (0); Age Élevé (65),N/A
56,36615,1,17,158,267493,0.35,1,432,0,,,0.47,Taux endettement Faible (0); Age Élevé (56),N/A
63,17975,1,6,186,96392,0.95,2,808,0,,,0.48,Age Élevé (63),Taux endettement Élevé (1)
45,14341,0,15,217,218539,0.75,4,576,1,,,0.45,Age Élevé (45),Taux endettement Élevé (1)
63,33141,0,7,278,132349,0.55,1,564,0,,,0.51,Age Élevé (63),Taux endettement Élevé (1)
44,17334,2,11,208,163260,0.25,3,659,0,,,0.44,Taux endettement Faible (0); Age Élevé (44),N/A
21,20835,2,13,210,76019,0.38,2,435,0,,,0.37,Taux endettement Faible (0),Age Faible (21)
32,31548,0,18,158,10451,0.16,2,727,1,,,0.45,Taux endettement Faible (0),Age Faible (32)
52,30039,2,10,175,407285,0.35,1,328,1,,,0.5,Taux endettement Faible (0); Age Élevé (52),N/A
54,37530,1,11,246,336418,0.15,2,894,0,,,0.44,Taux endettement Faible (0); Age Élevé (54),N/A
18,23565,1,12,292,154458,0.8,2,629,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (18)
20,14834,0,7,250,410423,0.08,3,333,0,,,0.41,Taux endettement Faible (0),Age Faible (20)
64,5840,2,0,326,179511,0.19,3,803,0,,,0.55,Taux endettement Faible (0); Age Élevé (64),N/A
41,18873,1,8,85,193357,0.69,4,403,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (41)
44,36568,0,1,97,290301,0.9,3,793,1,,,0.47,Age Élevé (44),Taux endettement Élevé (1)
57,15846,2,13,154,490758,0.96,4,670,1,,,0.53,Age Élevé (57),Taux endettement Élevé (1)
53,10899,1,12,35,84726,0.84,3,687,1,,,0.52,Age Élevé (53),Taux endettement Élevé (1)
51,25502,2,15,128,115716,0.21,4,536,1,,,0.45,Taux endettement Faible (0); Age Élevé (51),N/A
46,5565,2,1,331,487201,0.29,3,389,1,,,0.58,Taux endettement Faible (0); Age Élevé (46),N/A
41,14187,2,3,34,444573,0.87,3,632,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (41)
41,12226,0,11,264,236286,0.89,1,676,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (41)
59,9311,1,15,191,156001,0.64,3,539,1,,,0.5,Age Élevé (59),Taux endettement Élevé (1)
21,30689,0,9,80,114636,0.31,4,481,1,,,0.36,Taux endettement Faible (0),Age Faible (21)
20,11083,1,2,50,189819,0.22,1,556,0,,,0.39,Taux endettement Faible (0),Age Faible (20)
51,17598,1,3,74,280057,0.85,4,488,1,,,0.49,Age Élevé (51),Taux endettement Élevé (1)
66,21940,0,5,215,478747,0.21,3,714,1,,,0.47,Taux endettement Faible (0); Age Élevé (66),N/A
40,31880,0,22,244,36727,0.66,3,554,1,,,0.51,N/A,Taux endettement Élevé (1); Age Faible (40)
69,7580,1,4,345,143018,0.97,4,344,1,,,0.49,Age Élevé (69),Taux endettement Élevé (1)
40,14386,1,17,313,71061,0.71,2,897,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (40)
62,24522,1,2,197,242791,0.26,1,500,0,,,0.45,Taux endettement Faible (0); Age Élevé (62),N/A
22,31224,2,9,108,208002,0.28,1,658,0,,,0.38,Taux endettement Faible (0),Age Faible (22)
48,19635,1,10,246,464688,0.09,3,642,1,,,0.38,Taux endettement Faible (0); Age Élevé (48),N/A
58,5671,0,18,258,123388,0.69,1,511,0,,,0.57,Age Élevé (58),Taux endettement Élevé (1)
23,38545,0,13,225,77957,0.52,4,597,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (23)
54,31855,0,20,341,357983,0.21,3,454,0,,,0.49,Taux endettement Faible (0); Age Élevé (54),N/A
27,19260,1,10,222,377793,0.23,1,496,0,,,0.43,Taux endettement Faible (0),Age Faible (27)
57,6074,1,20,207,422683,0.01,0,781,0,,,0.32,Taux endettement Faible (0); Age Élevé (57),N/A
24,14475,2,3,34,247406,0.98,1,678,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (24)
56,17878,2,23,217,165576,0.83,4,666,1,,,0.49,Age Élevé (56),Taux endettement Élevé (1)
55,20120,0,21,159,217588,0.39,1,836,1,,,0.49,Taux endettement Faible (0); Age Élevé (55),N/A
38,28147,2,5,236,273988,0.95,2,370,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (38)
37,6986,2,16,107,44572,0.68,2,327,1,,,0.52,N/A,Taux endettement Élevé (1); Age Faible (37)
20,37430,0,21,320,248457,0.75,3,692,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (20)
68,22430,1,18,182,225495,0.68,2,822,0,,,0.44,Age Élevé (68),Taux endettement Élevé (1)
39,7176,2,12,186,224885,0.76,4,648,0,,,0.54,N/A,Taux endettement Élevé (1); Age Faible (39)
64,23722,1,21,237,426191,0.17,0,417,1,,,0.45,Taux endettement Faible (0); Age Élevé (64),N/A
21,23617,0,9,17,29449,0.56,0,679,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (21)
45,32115,0,10,191,260835,0.85,3,507,1,,,0.44,Age Élevé (45),Taux endettement Élevé (1)
29,16906,2,5,254,120137,0.02,3,722,1,,,0.36,Taux endettement Faible (0),Age Faible (29)
55,11610,0,1,271,291603,0.12,2,392,0,,,0.43,Taux endettement Faible (0); Age Élevé (55),N/A
68,18411,0,0,140,207867,0.25,4,440,0,,,0.43,Taux endettement Faible (0); Age Élevé (68),N/A
53,14180,0,10,250,421820,0.29,2,654,1,,,0.47,Taux endettement Faible (0); Age Élevé (53),N/A
64,15073,2,15,36,261201,0.18,4,822,1,,,0.46,Taux endettement Faible (0); Age Élevé (64),N/A
58,35960,2,2,352,135298,0.62,4,368,1,,,0.52,Age Élevé (58),Taux endettement Élevé (1)
22,10901,2,4,264,220467,0.29,0,881,1,,,0.37,Taux endettement Faible (0),Age Faible (22)
30,9482,0,14,109,381478,0.16,4,423,1,,,0.45,Taux endettement Faible (0),Age Faible (30)
40,30428,1,14,6,332284,0.91,1,718,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (40)
67,12400,0,3,212,297506,0.7,4,822,0,,,0.43,Age Élevé (67),Taux endettement Élevé (1)
47,12396,2,22,140,169015,0.25,0,640,0,,,0.46,Taux endettement Faible (0); Age Élevé (47),N/A
54,12338,1,3,276,31319,0.36,2,604,0,,,0.49,Taux endettement Faible (0); Age Élevé (54),N/A
42,17500,1,7,94,372895,0.74,4,456,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (42)
65,16545,2,6,200,242505,0.79,1,387,1,,,0.46,Age Élevé (65),Taux endettement Élevé (1)
44,10241,1,24,127,454266,0.18,3,527,0,,,0.42,Taux endettement Faible (0); Age Élevé (44),N/A
68,28778,1,16,121,148769,0.94,2,664,0,,,0.44,Age Élevé (68),Taux endettement Élevé (1)
31,27821,2,14,201,229683,0.79,3,565,1,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (31)
65,9695,1,4,41,194727,0.86,1,383,0,,,0.44,Age Élevé (65),Taux endettement Élevé (1)
64,16530,1,12,72,106896,0.14,0,511,0,,,0.43,Taux endettement Faible (0); Age Élevé (64),N/A
53,19318,2,3,138,234768,0.14,0,517,0,,,0.46,Taux endettement Faible (0); Age Élevé (53),N/A
56,27331,1,21,286,300879,0.31,2,450,1,,,0.46,Taux endettement Faible (0); Age Élevé (56),N/A
33,31355,1,16,16,41293,0.06,4,439,1,,,0.46,Taux endettement Faible (0),Age Faible (33)
39,16324,1,21,223,472701,0.09,4,354,1,,,0.38,Taux endettement Faible (0),Age Faible (39)
38,33149,1,16,327,217267,0.14,3,440,1,,,0.45,Taux endettement Faible (0),Age Faible (38)
38,8218,2,13,161,149082,0.71,0,373,0,,,0.53,N/A,Taux endettement Élevé (1); Age Faible (38)
25,25141,0,13,245,364449,0.03,4,434,1,,,0.39,Taux endettement Faible (0),Age Faible (25)
66,7837,0,16,65,99359,0.08,4,325,1,,,0.4,Taux endettement Faible (0); Age Élevé (66),N/A
33,19379,1,7,143,485152,0.94,0,787,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (33)
48,9239,2,1,55,312871,0.08,0,734,0,,,0.4,Taux endettement Faible (0); Age Élevé (48),N/A
59,25812,2,12,172,114545,0.54,1,880,0,,,0.51,Age Élevé (59),Taux endettement Élevé (1)
27,34669,1,21,170,24787,0.64,3,361,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (27)
49,14611,0,15,324,476658,0.96,0,499,0,,,0.53,Age Élevé (49),Taux endettement Élevé (1)
51,9150,1,15,194,389854,0.9,1,789,1,,,0.54,Age Élevé (51),Taux endettement Élevé (1)
26,16109,2,5,97,121489,0.44,0,792,0,,,0.41,Taux endettement Faible (0),Age Faible (26)
34,39214,2,21,299,154375,0.94,2,767,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (34)
28,31016,0,23,294,207874,0.43,2,415,0,,,0.42,Taux endettement Faible (0),Age Faible (28)
49,16936,2,3,80,108782,0.67,2,670,1,,,0.53,Age Élevé (49),Taux endettement Élevé (1)
27,16036,2,2,50,325592,0.26,0,531,0,,,0.41,Taux endettement Faible (0),Age Faible (27)
39,19021,2,5,58,79513,0.64,4,747,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (39)
34,20471,0,3,180,278212,0.54,4,513,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (34)
21,28244,2,17,166,120040,0.61,2,507,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (21)
65,6502,1,5,72,128962,0.68,3,401,1,,,0.48,Age Élevé (65),Taux endettement Élevé (1)
69,39178,0,4,275,172299,0.17,1,309,0,,,0.41,Taux endettement Faible (0); Age Élevé (69),N/A
64,8770,1,8,129,22740,0.3,2,772,1,,,0.49,Taux endettement Faible (0); Age Élevé (64),N/A
42,9001,1,10,187,360477,0.74,1,422,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (42)
38,25946,0,5,187,336889,0.16,1,303,0,,,0.45,Taux endettement Faible (0),Age Faible (38)
54,5598,1,15,41,148863,0.34,2,766,0,,,0.56,Taux endettement Faible (0); Age Élevé (54),N/A
55,35316,0,18,217,403701,0.67,4,558,0,,,0.53,Age Élevé (55),Taux endettement Élevé (1)
66,30567,1,10,139,186120,0.94,3,586,0,,,0.46,Age Élevé (66),Taux endettement Élevé (1)
18,31508,0,20,358,433911,0.08,2,330,1,,,0.41,Taux endettement Faible (0),Age Faible (18)
42,35276,2,14,183,440657,0.52,1,820,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (42)
68,28671,2,23,171,272481,0.08,0,423,0,,,0.35,Taux endettement Faible (0); Age Élevé (68),N/A
53,21450,1,8,342,494188,0.38,0,429,1,,,0.5,Taux endettement Faible (0); Age Élevé (53),N/A
34,19908,2,23,334,140996,0.18,1,815,0,,,0.48,Taux endettement Faible (0),Age Faible (34)
58,36212,0,18,332,418308,0.65,2,779,1,,,0.51,Age Élevé (58),Taux endettement Élevé (1)
41,11806,1,24,51,66052,0.76,4,841,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (41)
19,23015,2,18,161,241379,0.25,2,376,1,,,0.34,Taux endettement Faible (0),Age Faible (19)
57,22158,2,23,241,11471,0.71,3,482,0,,,0.5,Age Élevé (57),Taux endettement Élevé (1)
32,20456,1,8,321,61194,0.45,0,665,0,,,0.44,Taux endettement Faible (0),Age Faible (32)
49,32588,2,22,65,447604,0.28,1,591,0,,,0.46,Taux endettement Faible (0); Age Élevé (49),N/A
56,27491,2,3,10,496448,0.52,4,688,0,,,0.52,Age Élevé (56),Taux endettement Élevé (1)
23,29188,1,9,186,257279,0.38,2,456,1,,,0.39,Taux endettement Faible (0),Age Faible (23)
18,32079,2,8,150,475241,0.23,3,399,0,,,0.35,Taux endettement Faible (0),Age Faible (18)
64,9019,2,18,320,199117,0.76,2,409,0,,,0.49,Age Élevé (64),Taux endettement Élevé (1)
40,17419,2,14,270,129076,0.8,3,569,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (40)
56,38697,2,18,228,83392,0.8,2,437,1,,,0.48,Age Élevé (56),Taux endettement Élevé (1)
34,24396,1,1,306,497363,0.38,4,363,0,,,0.44,Taux endettement Faible (0),Age Faible (34)
51,34892,0,9,341,333232,0.17,4,806,1,,,0.44,Taux endettement Faible (0); Age Élevé (51),N/A
